"Workshop","Workstream","BusinessOwner","Priority","FitGapDecision","DecisionStatus","ScopeItem","TestScript","TenantEvidence","OpenQuestions","KeyValidation","RiskFlag","FollowUpAction","ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","SourceValidationStatus","SourceFile"
"L2C/O2C commercial document flow","Lead-to-Cash / Order-to-Cash","Sales / Billing Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Fulfillment detalle","F2981","Track Sales Order Details","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_SLS_ORD_TRACKING","SD-FIO-HBA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Future receivables","F1744","Future Receivables (S/4HANA)","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this app available for the target edition, scope item and tenant roles?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Incoming payment analytics","F1619","Reprocessing Rate of Incoming Payments","Analytical","Accounts Receivable Manager","S32PCE","No / validar","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AP Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Incoming payment analytics","F5588","Analyze Incoming Payments","Transactional","Accounts Payable and Receivable Manager (FI-CA)","S32PCE","Si","SAP_FICA_BC_ANALYTICS","FI-CA-FIO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Incoming payment files","F1680","Manage Incoming Payment Files","Transactional","Cash Management Specialist","S32PCE","Si","SAP_SFIN_BC_BA_BANKSTAT","FI-FIO-AR-PAY","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Mexico compliance and fiscal evidence","Lead-to-Cash / Order-to-Cash","Tax / Localization Lead","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Which fiscal evidence, CFDI/DRC step, approval and audit trail must be validated for this scenario?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Legal reporting","F1515","Run Statutory Reports","Transactional, Reuse Component","Tax / localization owner","S32PCE","Validar","Validar por localizacion","FI-LOC-SRF-RUN","Mexico overlay","Yes","Mexico fiscal validation required","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Fallback and transition controls","Lead-to-Cash / Order-to-Cash","Process Owner + Security Lead","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this fallback required for the target process, or can the Fiori standard app cover the scenario?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated; Fallback approval and SoD control documented","Fallback dependency","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Lista pedidos fallback","VA05","List Sales Orders, List Sales Orders - VA05","SAP GUI","Other / validate","S32PCE","Si","SAP_SD_BC_SO_PROC_OP","SD-SLS-GF","Controlled fallback","Review if used","Fallback; tenant and role validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Lockbox","F1681","Manage Lockbox Batches","Transactional","Cash Management Specialist","S32PCE","Si","SAP_SFIN_BC_BA_LOCKBOX","FI-FIO-AR-PAY","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Lockbox reprocess","F3398","Reprocess Lockbox Items","Transactional","Cash Management Specialist","S32PCE","Si","SAP_SFIN_BC_BA_LOCKBOX","FI-FIO-AR-PAY","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Overdue receivables","F1747","Overdue Receivables (S/4HANA)","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Pago entrante","F1345","Post Incoming Payments","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_INC_PAYM","FI-FIO-AR-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C receivables, payments, disputes and collections","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Payment advice","F2550","Manage Payment Advices","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_PAYM_ADV","FI-FIO-AR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
