"TraceabilityId","ProcessFamily","ProcessStage","ScopeItemCandidate","ScopeItemId","FioriAppId","FioriAppName","BusinessRole","BusinessCatalog","TechnicalCatalog","ApplicationComponent","ApiOrArtifactId","ApiOrArtifactType","ApiOrArtifactName","BtpService","BtpServicePlan","BtpMission","SignavioProcess","SignavioVariant","DeploymentModel","ReleaseAnchor","CountryOverlay","MexicoComplianceCue","SourceSystem","SourceUrl","SourceQuery","SourceRetrievedOn","EvidenceLevel","ValidationStatus","RefreshRequiredBeforeUse","OpenGaps","Owner","NextAction","Notes"
"SCI-TRACE-0122","Hire-to-Retire","HR master data fallback","H2R access, controls and analytics","TBD - validate in SAP Process Navigator / tenant","PA30","Maintain HR Master Data","Other","Not found in exact FARL query","TBD","PA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","No encontrado en FARL exacto","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","PA30","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0123","Hire-to-Retire","Internal order master","Payroll accounting and finance handoff","TBD - validate in SAP Process Navigator / tenant","F1604A","Manage Internal Orders (Version 2)","Cost Accountant - Overhead","SAP_SFIN_BC_OH_MD_OPA","TBD","CO-FIO-OPA-MD","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1604A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0124","Hire-to-Retire","Leave approval","Time management, leave and attendance","TBD - validate in SAP Process Navigator / tenant","F2584","Approve Leave Requests (Version 3/Fiori 2.0)","Manager - HR Info","SAP_HCMFAB_BC_MANAGER_T","TBD","PA-FIO-LEA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2584","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0125","Hire-to-Retire","Leave request","Time management, leave and attendance","TBD - validate in SAP Process Navigator / tenant","F1311A","My Leave Requests (Version 3/Fiori 2.0)","Employee - HR Info","SAP_HCMFAB_BC_EMPLOYEE_T","TBD","PA-FIO-LEA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1311A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0126","Hire-to-Retire","Missing time monitoring","Time management, leave and attendance","TBD - validate in SAP Process Navigator / tenant","F3031","Monitor Missing Time Notifications","Project Manager - Commercial Services","SAP_HCM_BC_PRJ_TIMESHEET_PC","TBD","CA-TS-S4","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S36","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3031","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0127","Hire-to-Retire","Missing time notification","Time management, leave and attendance","TBD - validate in SAP Process Navigator / tenant","F2556","Notify Missing Times","Project Manager - Commercial Services","SAP_HCM_BC_PRJ_TIMESHEET_PC","TBD","CA-TS-S4","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S36","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2556","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0128","Hire-to-Retire","Overtime approval","Time management, leave and attendance","TBD - validate in SAP Process Navigator / tenant","F4937A","Approve Overtime Requests (S/4HANA)","Manager - HR Info","SAP_HCM_BC_MANAGER","TBD","PA-FIO-OVT","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4937A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0129","Hire-to-Retire","Overtime request","Time management, leave and attendance","TBD - validate in SAP Process Navigator / tenant","F4939","My Overtime Requests","Employee - HR Info","SAP_HCMFAB_BC_EMPLOYEE_T","TBD","PA-FIO-OVT","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4939","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0130","Hire-to-Retire","Pay statement","Workforce foundation and employee self-service","TBD - validate in SAP Process Navigator / tenant","F1313A","My Paystubs (Version 3/Fiori 2.0)","Employee - HR Info","SAP_HCMFAB_BC_EMPLOYEE_T","TBD","PA-FIO-PST","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1313A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0131","Hire-to-Retire","Payroll accounting","Payroll accounting and finance handoff","TBD - validate in SAP Process Navigator / tenant","F8241","Payroll Accounting Notifications","General Ledger Accountant","Without Catalog Assignment","TBD","FI-GL-BTI","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S36","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F8241","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0132","Hire-to-Retire","Payroll/travel posting analytics","Travel and expense management","TBD - validate in SAP Process Navigator / tenant","F2217","Display Line Items in General Ledger","General Ledger Accountant","SAP_SFIN_BC_GL_ANALYTICS","TBD","FI-FIO-GL-IS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2217","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0133","Hire-to-Retire","Payroll/travel posting display","Travel and expense management","TBD - validate in SAP Process Navigator / tenant","F7697","Display Journal Entries","General Ledger Accountant","SAP_FIN_BC_DSPL_ACDOC_PC","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S36","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F7697","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
"SCI-TRACE-0134","Hire-to-Retire","Payroll/travel posting review","Travel and expense management","TBD - validate in SAP Process Navigator / tenant","F0717","Manage Journal Entries","General Ledger Accountant","SAP_SFIN_BC_GL_JE_PROC","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0717","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","HR / Payroll / Finance Integration Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-hire-to-retire-app-inventory.md"
